DATE,STORAGE,
2021-03-26,"120,486",
2021-03-27,"120,375",
2021-03-28,"120,287",
2021-03-29,"120,176",
2021-03-30,"120,044",
2021-03-31,"119,955",
2021-04-01,"119,845",
2021-04-02,"119,690",
2021-04-03,"119,579",
2021-04-04,"119,447",
2021-04-05,"119,336",
2021-04-06,"119,225",
2021-04-07,"119,093",
2021-04-08,"119,004",
2021-04-09,"118,894",
2021-04-10,"118,761",
2021-04-11,"118,673",
2021-04-12,"118,563",
2021-04-13,"118,453",
2021-04-14,"118,366",
2021-04-15,"118,235",
2021-04-16,"118,147",
2021-04-17,"118,038",
2021-04-18,"117,929",
2021-04-19,"117,820",
2021-04-20,"117,710",
2021-04-21,"117,601",
2021-04-22,"117,470",
2021-04-23,"117,339",
2021-04-24,"117,230",
2021-04-25,"117,098",
2021-04-26,"116,989",
2021-04-27,"116,880",
2021-04-28,"116,749",
2021-04-29,"116,661",
2021-04-30,"116,530",
2021-05-01,"116,399",
2021-05-02,"116,291",
2021-05-03,"116,140",
2021-05-04,"116,032",
2021-05-05,"115,924",
2021-05-06,"115,795",
2021-05-07,"115,687",
2021-05-08,"115,536",
2021-05-09,"115,406",
2021-05-10,"115,298",
2021-05-11,"115,169",
2021-05-12,"115,061",
2021-05-13,"114,996",
2021-05-14,"114,866",
2021-05-15,"114,737",
2021-05-16,"114,607",
2021-05-17,"114,478",
2021-05-18,"114,391",
2021-05-19,"114,305",
2021-05-20,"114,198",
2021-05-21,"114,048",
2021-05-22,"113,899",
2021-05-23,"113,792",
2021-05-24,"113,664",
2021-05-25,"113,557",
2021-05-26,"113,408",
2021-05-27,"113,301",
2021-05-28,"113,195",
2021-05-29,"113,067",
2021-05-30,"112,960",
2021-05-31,"112,810",
2021-06-01,"112,704",
2021-06-02,"112,597",
2021-06-03,"112,448",
2021-06-04,"112,341",
2021-06-05,"112,191",
2021-06-06,"112,064",
2021-06-07,"111,959",
2021-06-08,"111,811",
2021-06-09,"111,664",
2021-06-10,"111,517",
2021-06-11,"111,369",
2021-06-12,"111,264",
2021-06-13,"111,137",
2021-06-14,"110,990",
2021-06-15,"110,885",
2021-06-16,"110,758",
2021-06-17,"110,632",
2021-06-18,"110,506",
2021-06-19,"110,358",
2021-06-20,"110,232",
2021-06-21,"110,084",
2021-06-22,"109,979",
2021-06-23,"109,855",
2021-06-24,"109,730",
2021-06-25,"109,626",
2021-06-26,"109,501",
2021-06-27,"109,376",
2021-06-28,"109,273",
2021-06-29,"109,169",
2021-06-30,"109,023",
2021-07-01,"108,898",
2021-07-02,"108,773",
2021-07-03,"108,607",
2021-07-04,"108,462",
2021-07-05,"108,295",
2021-07-06,"108,170",
2021-07-07,"108,025",
2021-07-08,"107,901",
2021-07-09,"107,778",
2021-07-10,"107,654",
2021-07-11,"107,511",
2021-07-12,"107,367",
2021-07-13,"107,264",
2021-07-14,"107,141",
2021-07-15,"107,018",
2021-07-16,"106,875",
2021-07-17,"106,731",
2021-07-18,"106,608",
2021-07-19,"106,485",
2021-07-20,"106,341",
2021-07-21,"106,218",
2021-07-22,"106,074",
2021-07-23,"105,930",
2021-07-24,"105,788",
2021-07-25,"105,666",
2021-07-26,"105,524",
2021-07-27,"105,423",
2021-07-28,"105,281",
2021-07-29,"105,139",
2021-07-30,"104,997",
2021-07-31,"104,875",
2021-08-01,"104,733",
2021-08-02,"104,612",
2021-08-03,"104,429",
2021-08-04,"104,267",
2021-08-05,"104,064",
2021-08-06,"103,781",
2021-08-07,"103,501",
2021-08-08,"103,200",
2021-08-09,"102,939",
2021-08-10,"102,658",
2021-08-11,"102,358",
2021-08-12,"102,097",
2021-08-13,"101,837",
2021-08-14,"101,658",
2021-08-15,"101,460",
2021-08-16,"101,242",
2021-08-17,"101,064",
2021-08-18,"100,906",
2021-08-19,"100,747",
2021-08-20,"100,648",
2021-08-21,"100,530",
2021-08-22,"100,371",
2021-08-23,"100,272",
2021-08-24,"100,173",
2021-08-25,"100,054",
2021-08-26,"99,955",
2021-08-27,"99,837",
2021-08-28,"99,720",
2021-08-29,"99,602",
2021-08-30,"99,485",
2021-08-31,"99,387",
2021-09-01,"99,289",
2021-09-02,"99,152",
2021-09-03,"99,015",
2021-09-04,"98,917",
2021-09-05,"98,780",
2021-09-06,"98,663",
2021-09-07,"98,545",
2021-09-08,"98,448",
2021-09-09,"98,350",
2021-09-10,"98,232",
2021-09-11,"98,095",
2021-09-12,"97,978",
2021-09-13,"97,861",
2021-09-16,"97,475",
2021-09-17,"97,320",
2021-09-18,"97,204",
2021-09-19,"97,069",
2021-09-20,"96,953",
2021-09-21,"96,837",
2021-09-22,"96,721",
2021-09-23,"96,605",
2021-09-24,"96,489",
2021-09-25,"96,354",
2021-09-26,"96,219",
2021-09-27,"96,103",
2021-09-28,"95,987",
2021-09-29,"95,853",
2021-09-30,"95,720",
2021-10-01,"95,586",
2021-10-02,"95,414",
2021-10-03,"95,300",
2021-10-04,"95,204",
2021-10-05,"95,071",
2021-10-06,"94,956",
2021-10-07,"94,880",
2021-10-08,"94,804",
2021-10-09,"94,727",
2021-10-10,"94,670",
2021-10-11,"94,594",
2021-10-12,"94,441",
2021-10-13,"94,345",
2021-10-14,"94,288",
2021-10-15,"94,212",
2021-10-16,"94,155",
2021-10-17,"94,059",
2021-10-18,"93,984",
2021-10-19,"93,890",
2021-10-20,"93,796",
2021-10-21,"93,721",
2021-10-22,"93,665",
2021-10-23,"93,590",
2021-10-24,"93,514",
2021-10-25,"93,608",
2021-10-26,"93,665",
2021-10-27,"93,627",
2021-10-28,"93,627",
2021-10-29,"93,608",
2021-10-30,"93,552",
2021-10-31,"93,533",
2021-11-01,"93,496",
2021-11-02,"93,439",
2021-11-03,"93,402",
2021-11-04,"93,345",
2021-11-05,"93,289",
2021-11-06,"93,232",
2021-11-07,"93,176",
2021-11-08,"93,120",
2021-11-09,"93,044",
2021-11-10,"93,026",
2021-11-11,"92,969",
2021-11-12,"92,932",
2021-11-13,"92,838",
2021-11-14,"92,744",
2021-11-15,"92,687",
2021-11-16,"92,650",
2021-11-17,"92,612",
2021-11-18,"92,574",
2021-11-19,"92,537",
2021-11-20,"92,499",
2021-11-21,"92,499",
2021-11-22,"92,443",
2021-11-23,"92,424",
2021-11-24,"92,330",
2021-11-25,"92,274",
2021-11-26,"92,236",
2021-11-27,"92,198",
2021-11-28,"92,124",
2021-11-29,"92,087",
2021-11-30,"92,050",
2021-12-01,"92,013",
2021-12-02,"91,976",
2021-12-03,"91,939",
2021-12-04,"91,902",
2021-12-05,"91,846",
2021-12-06,"91,809",
2021-12-07,"91,790",
2021-12-08,"91,753",
2021-12-09,"91,697",
2021-12-10,"91,623",
2021-12-11,"91,586",
2021-12-12,"91,531",
2021-12-13,"91,493",
2021-12-14,"92,106",
2021-12-15,"92,161",
2021-12-16,"92,143",
2021-12-17,"92,124",
2021-12-18,"92,087",
2021-12-19,"92,069",
2021-12-20,"92,031",
2021-12-22,"91,976",
2021-12-23,"92,069",
2021-12-24,"92,556",
2021-12-25,"92,687",
2021-12-26,"92,894",
2021-12-27,"93,026",
2021-12-28,"93,138",
2021-12-29,"93,214",
2021-12-30,"93,251",
2021-12-31,"93,345",
2022-01-01,"93,345",
2022-01-02,"93,364",
2022-01-05,"93,420",
2022-01-06,"93,439",
2022-01-07,"93,458",
2022-01-08,"93,420",
2022-01-09,"93,402",
2022-01-10,"93,402",
2022-01-11,"93,420",
2022-01-12,"93,402",
2022-01-13,"93,402",
2022-01-14,"93,402",
2022-01-15,"93,364",
2022-01-16,"93,383",
2022-01-17,"93,383",
2022-01-18,"93,420",
2022-01-19,"93,420",
2022-01-20,"93,402",
2022-01-21,"93,383",
2022-01-22,"93,345",
2022-01-23,"93,326",
2022-01-24,"93,326",
2022-01-25,"93,289",
2022-01-26,"93,251",
2022-01-27,"93,214",
2022-01-28,"93,195",
2022-01-29,"93,157",
2022-01-30,"93,138",
2022-01-31,"93,101",
2022-02-01,"93,063",
